playlist,added_at,artist_id,artist_name,track_id,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Lagu Teratas - Ekuador,2022-05-13T12:02:38Z,716NhGYqD1jl2wI1Qkgq36,Bizarrap,2uky0VCI2EZni0nArOPznM,"Paulo Londra: Bzrp Music Sessions, Vol. 23",0.456,0.91,0,-2.659,1,0.136,0.256,0,0.0921,0.329,95.927,258542,4
Lagu Teratas - Ekuador,2022-05-13T12:02:38Z,3vQ0GE3mI0dAaxIMYe5g7z,Paulo Londra,2uky0VCI2EZni0nArOPznM,"Paulo Londra: Bzrp Music Sessions, Vol. 23",0.456,0.91,0,-2.659,1,0.136,0.256,0,0.0921,0.329,95.927,258542,4
Lagu Teratas - Ekuador,2022-05-13T12:02:38Z,1TA5sGRlKUJXBN4ZyJuDIX,Blessd,2iLegn1UOmpNpQAxcQoGJW,Tendencia Global,0.867,0.766,6,-3.542,1,0.124,0.527,8.5e-5,0.111,0.607,91.023,234402,4
Lagu Teratas - Ekuador,2022-05-13T12:02:38Z,7iK8PXO48WeuP03g8YR51W,Myke Towers,2iLegn1UOmpNpQAxcQoGJW,Tendencia Global,0.867,0.766,6,-3.542,1,0.124,0.527,8.5e-5,0.111,0.607,91.023,234402,4
Lagu Teratas - Ekuador,2022-05-13T12:02:38Z,3m5qlPf2OkihLz3dRYnkPA,Ovy On The Drums,2iLegn1UOmpNpQAxcQoGJW,Tendencia Global,0.867,0.766,6,-3.542,1,0.124,0.527,8.5e-5,0.111,0.607,91.023,234402,4
Lagu Teratas - Ekuador,2022-05-13T12:02:38Z,0EmeFodog0BfCgMzAIvKQp,Shakira,2rurDawMfoKP4uHyb2kJBt,Te Felicito,0.695,0.636,5,-4.654,1,0.317,0.234,0,0.081,0.575,174.14,172235,4
Lagu Teratas - Ekuador,2022-05-13T12:02:38Z,1mcTU81TzQhprhouKaTkpq,Rauw Alejandro,2rurDawMfoKP4uHyb2kJBt,Te Felicito,0.695,0.636,5,-4.654,1,0.317,0.234,0,0.081,0.575,174.14,172235,4
Lagu Teratas - Ekuador,2022-05-13T12:02:38Z,0Q8NcsJwoCbZOHHW63su5S,Mora,30W8VKHrAZmHzObnwAoc1u,TUS LÁGRIMAS,0.683,0.714,1,-4.898,1,0.252,0.181,1e-6,0.111,0.448,173.963,174483,4
Lagu Teratas - Ekuador,2022-05-13T12:02:38Z,77ziqFxp5gaInVrF2lj4ht,Sech,30W8VKHrAZmHzObnwAoc1u,TUS LÁGRIMAS,0.683,0.714,1,-4.898,1,0.252,0.181,1e-6,0.111,0.448,173.963,174483,4
Lagu Teratas - Ekuador,2022-05-13T12:02:38Z,1TA5sGRlKUJXBN4ZyJuDIX,Blessd,0EFxJw34fK8DWlTxx9qYeW,Instagram,0.801,0.563,11,-7.302,1,0.223,0.264,0.00115,0.192,0.967,179.968,162000,4
Lagu Teratas - Ekuador,2022-05-13T12:02:38Z,4VMYDCV2IEDYJArk749S6m,Daddy Yankee,3XjN0mvFkQp1FMVM9Ro5hm,RUMBATÓN,0.685,0.909,3,-4.034,0,0.0396,0.0471,0,0.35,0.922,95.004,248769,4
Lagu Teratas - Ekuador,2022-05-13T12:02:38Z,4q3ewBCX7sLwd24euuV69X,Bad Bunny,69vlMrzHwATKzupwNcUPyK,La Santa,0.744,0.868,1,-4.524,1,0.047,0.0326,0,0.0822,0.586,93.037,206420,4
Lagu Teratas - Ekuador,2022-05-13T12:02:38Z,4VMYDCV2IEDYJArk749S6m,Daddy Yankee,69vlMrzHwATKzupwNcUPyK,La Santa,0.744,0.868,1,-4.524,1,0.047,0.0326,0,0.0822,0.586,93.037,206420,4
Lagu Teratas - Ekuador,2022-05-13T12:02:38Z,4q3ewBCX7sLwd24euuV69X,Bad Bunny,4MzXwWMhyBbmu6hOcLVD49,DÁKITI,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-5,0.113,0.145,109.928,205090,4
Lagu Teratas - Ekuador,2022-05-13T12:02:38Z,0EFisYRi20PTADoJrifHrz,Jhay Cortez,4MzXwWMhyBbmu6hOcLVD49,DÁKITI,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-5,0.113,0.145,109.928,205090,4
Lagu Teratas - Ekuador,2022-05-13T12:02:38Z,1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,0fea68AdmYNygeTGI4RC18,LA CANCIÓN,0.754,0.646,7,-5.795,1,0.317,0.152,1.85e-5,0.108,0.429,176.089,242573,4
Lagu Teratas - Ekuador,2022-05-13T12:02:38Z,4q3ewBCX7sLwd24euuV69X,Bad Bunny,0fea68AdmYNygeTGI4RC18,LA CANCIÓN,0.754,0.646,7,-5.795,1,0.317,0.152,1.85e-5,0.108,0.429,176.089,242573,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,2HPqVfdPh9JkBSlFG5hK6h,anees,769Ld8demNhMgVLAQcjTDn,sun and moon,0.815,0.442,6,-7.462,0,0.107,0.457,0,0.101,0.706,90.019,151508,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,2zgF783l4A3tMjr081z1wt,Nica del Rosario,7zjECGi00rudm6tSNJkSi1,Rosas,0.44,0.471,3,-8.647,1,0.0311,0.297,0,0.0789,0.203,149.894,273600,3
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,6nPFY72thfLl97kQS2KuCs,Gab Pangilinan,7zjECGi00rudm6tSNJkSi1,Rosas,0.44,0.471,3,-8.647,1,0.0311,0.297,0,0.0789,0.203,149.894,273600,3
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,7uDdl5V5AETSFY7K3muu22,Arthur Nery,0HAG6nIiEKd75yGpovuSJQ,Isa lang,0.429,0.464,6,-8.445,0,0.0719,0.783,0,0.0846,0.375,121.17,269256,3
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,3WGpXCj9YhhfX11TToZcXP,Troye Sivan,2m6Ko3CY1qXNNja8AlugNc,Angel Baby,0.559,0.559,11,-6.425,1,0.0358,0.0145,0,0.138,0.338,72.498,220780,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,5GVk1KCKa1tdHRev4bMw7V,NOBITA,16iRlyUMJVPqz62DlomMre,Ikaw Lang,0.513,0.38,11,-11.091,1,0.0336,0.12,0,0.0924,0.323,120.952,263500,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,7uDdl5V5AETSFY7K3muu22,Arthur Nery,0WZqHCoOBXqgCCIsUZLC2a,Pagsamo,0.644,0.315,6,-9.382,1,0.0339,0.706,0.00162,0.0962,0.356,60.001,297002,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,1DlYnIiliftt6R21Y5NOW2,Adie,2jbf9EytR7fzpSrPWAYCf9,Paraluman,0.519,0.246,5,-13.85,1,0.0396,0.774,2.35e-6,0.0946,0.108,90.121,312320,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,64k5e9kV9MdukXjFrR5R37,Jessi,4IaxDf2FixiQXq0mW7key9,ZOOM,0.874,0.6,6,-6.064,1,0.158,0.00942,0,0.126,0.457,100.012,174840,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,67IN4cLJ7798gUapyZlmac,Zack Tabudlo,08MFgEQeVLF37EyZ7jcwLc,Pano,0.375,0.457,3,-7.018,1,0.0315,0.868,0.0145,0.191,0.415,174.839,254400,3
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,67IN4cLJ7798gUapyZlmac,Zack Tabudlo,5MYPzdIWgx3pMLRGlq2fVq,Asan Ka Na Ba,0.676,0.768,5,-5.695,0,0.0294,0.149,0.00147,0.345,0.493,105.999,241132,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,67IN4cLJ7798gUapyZlmac,Zack Tabudlo,63bmIgH9sS6sX5Sc7MetGq,Habang Buhay,0.62,0.668,9,-5.719,1,0.0305,0.088,0,0.362,0.183,118.013,244068,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,6KImCVD70vtIoJWnq6nGn3,Harry Styles,4LRPiXqCikLlN15c3yImP7,As It Was,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,1DlYnIiliftt6R21Y5NOW2,Adie,5CUQnKjA6nlteCnxMKsjIu,Tahanan,0.394,0.366,3,-10.855,1,0.031,0.799,1.05e-6,0.315,0.3,109.862,293727,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,6I3mqTwhRpn34SLVafSH7G,Ghost,0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-5,0.415,0.441,153.96,153190,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,2kxP07DLgs4xlWz8YHlvfh,NIKI,68HocO7fx9z0MgDU0ZPHro,Every Summertime,0.628,0.676,6,-4.227,1,0.0424,0.393,6.94e-5,0.0978,0.723,78.996,215687,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,5GVk1KCKa1tdHRev4bMw7V,NOBITA,4iRRAvxPPWXQp3mV1rAbPF,Unang Sayaw,0.5,0.397,9,-11.653,1,0.0557,0.412,0,0.126,0.375,180.045,278008,3
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,0ZUvK7zGdXLd78mQr3t1Tw,Ricky Montgomery,5NvOZCjZaGGGL597exlQWv,Line Without a Hook,0.432,0.652,8,-4.969,1,0.0285,0.262,0,0.258,0.507,190.028,249587,3
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,06HL4z0CvFAxyc27GXpf02,Taylor Swift,4d1CG5ei1E2vGbvmgf5KKv,This Love (Taylor’s Version),0.47,0.494,4,-8.672,1,0.0349,0.302,0,0.0672,0.0524,144.039,250100,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,1dFRlDO2Z2gjAARxHlovAS,Lo ki,2BDrpeAnTxCurLt38yDSrE,Kagome,0.572,0.513,7,-6.481,0,0.0487,0.141,0,0.0891,0.207,105.006,238286,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,2P3aLwJ41aRYkyFFw2FRM7,Sam Concepcion,152sJgmftB46Q6IsDTUDLN,Diwata (Miss Universe Philippines 2021),0.886,0.612,11,-8.848,0,0.13,0.192,0,0.0687,0.706,106.971,210960,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,67IN4cLJ7798gUapyZlmac,Zack Tabudlo,55RMhrPQYA6vLu5YMgXxFD,Binibini,0.642,0.374,5,-10.606,1,0.032,0.423,1.54e-6,0.435,0.0979,129.863,221538,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,31fsDbpNPKe346urriO4ma,mrld,4IeuTj1pEHuL9vJSiEqEfR,Ligaya,0.458,0.533,0,-5.249,1,0.0381,0.447,0,0.114,0.343,149.832,248800,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,67IN4cLJ7798gUapyZlmac,Zack Tabudlo,1dcNEEtODRVZEevQ20Cgmy,Nangangamba,0.62,0.547,1,-6.772,1,0.0248,0.112,0,0.19,0.208,98.032,210355,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,2Ev7vtPI38BE2kQvwmH4ce,Arthur Miguel,5yu0lVVW68f5VIzdjIJVQ6,Ang Wakas (feat. Trisha Macapagal),0.62,0.419,7,-6.334,1,0.0262,0.571,1.94e-5,0.0883,0.205,134.93,304000,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,6oF9fOWX7L88hNPKqWzB0O,Trisha Macapagal,5yu0lVVW68f5VIzdjIJVQ6,Ang Wakas (feat. Trisha Macapagal),0.62,0.419,7,-6.334,1,0.0262,0.571,1.94e-5,0.0883,0.205,134.93,304000,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,4dpARuHxo51G3z768sgnrY,Adele,46IZ0fSY2mpAiktS3KOqds,Easy On Me,0.604,0.366,5,-7.519,1,0.0282,0.578,0,0.133,0.13,141.981,224695,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,2tIP7SsRs7vjIcLrU85W8J,The Kid LAROI,5PjdY0CKGZdEuoNab3yDmX,STAY (with Justin Bieber),0.591,0.764,1,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928,141806,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,5PjdY0CKGZdEuoNab3yDmX,STAY (with Justin Bieber),0.591,0.764,1,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928,141806,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,2G7VQ1kVhVfNagytlousgm,Al James,0xaKCWpX4CBSqwh7CQa4EG,PSG,0.789,0.426,2,-13.166,1,0.0824,0.207,0.0388,0.105,0.529,119.984,180000,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,67IN4cLJ7798gUapyZlmac,Zack Tabudlo,4mzP5mHkRvGxdhdGdAH7EJ,Give Me Your Forever,0.627,0.363,8,-8.127,1,0.0291,0.279,0,0.0928,0.301,99.905,244800,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,5d9Rka4T0szdC1MobhtXrV,Paninindigan Kita,0.624,0.596,4,-9.288,1,0.0308,0.107,0,0.357,0.75,113.204,312234,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,3PgjBOoA5OytNGkglObpOd,Sa Susunod na Habang Buhay,0.311,0.342,2,-8.889,1,0.032,0.432,1.93e-6,0.114,0.274,177.158,288189,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,3AVXwaOGCEL8cmBecfcsFJ,Light Switch,0.69,0.626,6,-5.693,1,0.306,0.105,3.35e-4,0.0881,0.912,184.009,185681,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,06HL4z0CvFAxyc27GXpf02,Taylor Swift,2slqvGLwzZZYsT4K4Y1GBC,Only The Young - Featured in Miss Americana,0.56,0.78,5,-4.895,0,0.0517,0.00244,0,0.0714,0.602,93.516,157507,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,0n4a5imdLBN24fIrBWoqrv,Because,7C9Knp9FzLY6RwgktmW9Ge,BMW,0.758,0.39,1,-9.799,1,0.0485,0.567,0,0.099,0.238,117.048,168205,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,4ISAzgKYMuonWbDhueeoEq,Leslie,7C9Knp9FzLY6RwgktmW9Ge,BMW,0.758,0.39,1,-9.799,1,0.0485,0.567,0,0.099,0.238,117.048,168205,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,3KonOYiLsU53m4yT7gNotP,TREASURE,0dcnrLo8s1rhjm8euGjI4n,DARARI,0.716,0.638,0,-6.87,1,0.0392,0.486,0,0.0702,0.552,84.955,220716,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,70NcAr4ZtA3FAqU16iQZSb,dhruv,0QzuaeCEEOV40Pn7IvKEny,double take,0.656,0.436,8,-11.141,1,0.0744,0.845,0,0.221,0.196,109.239,171743,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,7uDdl5V5AETSFY7K3muu22,Arthur Nery,7gfrASeOt73YWvpIv1fU8E,Higa,0.656,0.336,9,-10.538,1,0.0434,0.453,0,0.106,0.182,125.058,245760,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,7uDdl5V5AETSFY7K3muu22,Arthur Nery,0EA8jl8Wje9ALRKC8Qlzyt,Happy w u,0.596,0.182,6,-16.004,1,0.0378,0.903,0,0.0909,0.268,111.734,280714,3
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,7Hb2cm4pIeCUKwfzutKyjp,Jason Dhakal,0EA8jl8Wje9ALRKC8Qlzyt,Happy w u,0.596,0.182,6,-16.004,1,0.0378,0.903,0,0.0909,0.268,111.734,280714,3
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,2WzaAvm2bBCf4pEhyuDgCY,Ruth B.,2eAvDnpXP5W0cVtiI0PUxV,Dandelions,0.609,0.692,1,-2.958,1,0.0259,0.0157,0,0.0864,0.454,116.959,233720,3
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,2LIk90788K0zvyj2JJVwkJ,Jack Harlow,0wHFktze2PHC5jDt3B17DC,First Class,0.902,0.582,5,-5.902,0,0.109,0.111,3.18e-6,0.111,0.332,107.005,173948,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,3WGpXCj9YhhfX11TToZcXP,Troye Sivan,3afkJSKX0EAMsJXTZnDXXJ,Strawberries & Cigarettes,0.578,0.537,9,-8.676,1,0.0832,0.162,0,0.076,0.25,83.909,201539,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,7d86ERlvO5UG44j7Va0Y0C,Pamungkas,3pCt2wRdBDa2kCisIdHWgF,To the Bone,0.668,0.727,7,-6.55,0,0.027,0.514,1.9e-5,0.1,0.939,139.991,344571,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,027TpXKGwdXP7iwbjUSpV8,The Walters,4SqWKzw0CbA05TGszDgMlc,I Love You So,0.575,0.648,10,-4.891,1,0.0358,0.583,0,0.115,0.466,75.977,160240,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,46HNZY1i7O6jwTA7Slo2PI,My Universe,0.573,0.711,1,-6.268,0,0.0406,0.0114,0,0.328,0.47,105.006,226198,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,3Nrfpe0tUJi4K4DXYWgMUX,BTS,46HNZY1i7O6jwTA7Slo2PI,My Universe,0.573,0.711,1,-6.268,0,0.0406,0.0114,0,0.328,0.47,105.006,226198,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,2dd5mrQZvg6SmahdgVKDzh,PSY,5oH4DQAuu1J1800RzUsBWa,That That (prod. & feat. SUGA of BTS),0.905,0.962,4,-3.197,1,0.0856,0.0299,0,0.0272,0.906,129.969,174647,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,0ebNdVaOfp6N0oZ1guIxM8,SUGA,5oH4DQAuu1J1800RzUsBWa,That That (prod. & feat. SUGA of BTS),0.905,0.962,4,-3.197,1,0.0856,0.0299,0,0.0272,0.906,129.969,174647,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,09wV1iFg4DBtreMGzepTaE,Gatton,2q3LzfknBzye3xXjgiJBjS,When Scars Become Art,0.524,0.114,11,-17.027,1,0.0507,0.929,0,0.917,0.314,119.818,287561,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,0oFqrawlj2uVL2EPRLR08l,Brooke Young,2q3LzfknBzye3xXjgiJBjS,When Scars Become Art,0.524,0.114,11,-17.027,1,0.0507,0.929,0,0.917,0.314,119.818,287561,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,06HL4z0CvFAxyc27GXpf02,Taylor Swift,5enxwA8aAbwZbf5qCHORXi,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),0.631,0.518,0,-8.771,1,0.0303,0.274,0,0.088,0.205,93.023,613027,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,6RHTUrRF63xao58xh9FXYJ,IVE,0Q5VnK2DYzRyfqQRJuUtvi,LOVE DIVE,0.703,0.709,1,-4.169,0,0.0433,0.00379,5.43e-5,0.333,0.538,117.941,177187,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,4DAcJXcjX0zlQAZAPAx4Zb,Ben&Ben,4rG3h1QwgjSSWz8EIjCFrm,Araw-Araw,0.475,0.424,11,-8.39,1,0.0295,0.582,0,0.234,0.224,140.903,313952,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,06HL4z0CvFAxyc27GXpf02,Taylor Swift,1Ov37jtRQ2YNAe8HzfczkL,Wildest Dreams (Taylor's Version),0.583,0.67,8,-7.289,1,0.0646,0.0374,1e-4,0.126,0.498,140.061,220433,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,2DB4DdfCFMw1iaR6JaR03a,Bam Bam (feat. Ed Sheeran),0.756,0.697,8,-6.377,1,0.0401,0.182,0,0.333,0.956,94.996,206071,4
Lagu Teratas - Filipina,2022-05-13T12:02:38Z,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,2DB4DdfCFMw1iaR6JaR03a,Bam Bam (feat. Ed Sheeran),0.756,0.697,8,-6.377,1,0.0401,0.182,0,0.333,0.956,94.996,206071,4
Lagu Teratas - Finlandia,2022-05-13T12:02:32Z,55mdlQp6zN8zdyIYB9DDQj,JVG,3UTyIQpogsEpo9IIY5wLS5,Amatimies,0.871,0.687,7,-4.417,1,0.155,0.0721,0.00141,0.357,0.586,115.963,121961,4
Lagu Teratas - Finlandia,2022-05-13T12:02:32Z,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,5eDt2k9gdjk9EyNdo7MqK1,2step (feat. Ellinoora),0.705,0.741,4,-4.33,0,0.0683,0.167,0,0.216,0.615,94.962,153373,4
Lagu Teratas - Finlandia,2022-05-13T12:02:32Z,3c9CUpHeB5BCQOHp8uiPzY,Ellinoora,5eDt2k9gdjk9EyNdo7MqK1,2step (feat. Ellinoora),0.705,0.741,4,-4.33,0,0.0683,0.167,0,0.216,0.615,94.962,153373,4
Lagu Teratas - Finlandia,2022-05-13T12:02:32Z,3XB4IVNkzpc80d9qmthhl3,T Swoop,1SllLQv2tfIlgtYXO5edRM,Mon Ami,0.909,0.616,11,-4.597,1,0.048,0.0353,0,0.116,0.65,126.007,188631,4
Lagu Teratas - Finlandia,2022-05-13T12:02:32Z,6KImCVD70vtIoJWnq6nGn3,Harry Styles,4LRPiXqCikLlN15c3yImP7,As It Was,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303,4
Lagu Teratas - Finlandia,2022-05-13T12:02:32Z,5sDIQrB2V7pRAdNM8dEc7g,Gettomasa,66ZiW1fgTaWZINhOLyDeLo,500 Hevosta,0.711,0.576,9,-6.165,0,0.326,0.417,1.53e-4,0.119,0.484,100.524,234256,4
Lagu Teratas - Finlandia,2022-05-13T12:02:32Z,63RF3q8ejWJup6nAPb3KLw,BESS,55qPuI6NekVyNPM6kh5DN4,Ram pam pam,0.705,0.919,4,-5.799,0,0.0604,0.00724,0,0.0891,0.921,140.024,179879,4
Lagu Teratas - Finlandia,2022-05-13T12:02:32Z,5XOFNBUv0d2HrBVyTcWCKi,Pihlaja,3TC6Z4oLl3AYL1Vd7PtDr4,Bändäri,0.748,0.72,5,-5.554,0,0.0388,0.035,0,0.101,0.57,119.982,155324,4
Lagu Teratas - Finlandia,2022-05-13T12:02:32Z,3Lc2yroP05lRK5z9NtQTkc,Etta,3TC6Z4oLl3AYL1Vd7PtDr4,Bändäri,0.748,0.72,5,-5.554,0,0.0388,0.035,0,0.101,0.57,119.982,155324,4
Lagu Teratas - Finlandia,2022-05-13T12:02:32Z,4Qk8DhjJRW0Dwd039aVOfr,pehmoaino,3bIKi7iQ8lnX5oA8xILBon,haluun takas mun perhoset,0.561,0.566,5,-9.729,0,0.0481,0.837,0.0484,0.106,0.73,138.904,190848,3
Lagu Teratas - Finlandia,2022-05-13T12:02:32Z,0PI47Yot4sf9TVpnINMnPC,Ramses II,6vmFYA9uGxkS7u8c651KnL,Villieläin,0.932,0.499,8,-8.368,0,0.0446,0.0878,8.21e-4,0.13,0.937,116.065,218000,4
Lagu Teratas - Finlandia,2022-05-13T12:02:32Z,5kOwMqoAYEX24YgxEZP6K7,ABREU,74efghIFJsznqDh0pHDZg4,Kaikki paitsi sydän,0.735,0.592,4,-10.188,0,0.053900000000000003,0.289,3.28e-4,0.216,0.391,104.98,205253,4
Lagu Teratas - Finlandia,2022-05-13T12:02:32Z,2JSX0lIYekUp6F301cTHkq,Sexmane,48GrbwydcMUFPfKrSeq6K0,40K,0.842,0.549,11,-7.199,0,0.116,0.25,6.53e-6,0.161,0.868,139.966,154768,4
Lagu Teratas - Finlandia,2022-05-13T12:02:32Z,55mdlQp6zN8zdyIYB9DDQj,JVG,2uK2ecojfgD1HjSveRgie4,Viikonloppu,0.711,0.609,7,-7.548,0,0.037,0.00812,1.53e-6,0.23,0.756,131.97,133958,4
Lagu Teratas - Finlandia,2022-05-13T12:02:32Z,7DdW8Ert3Z36hb1FkaZWiI,Elastinen,3izHyYiROshTbHH9hCRQya,Hetken tässä kaikes on järkee (feat. Johanna Kurkela),0.645,0.625,8,-7.199,1,0.0458,0.121,0,0.0918,0.465,107.958,218382,4
Lagu Teratas - Finlandia,2022-05-13T12:02:32Z,7fsO7iJz8gv776THRffk0A,Johanna Kurkela,3izHyYiROshTbHH9hCRQya,Hetken tässä kaikes on järkee (feat. Johanna Kurkela),0.645,0.625,8,-7.199,1,0.0458,0.121,0,0.0918,0.465,107.958,218382,4
Lagu Teratas - Finlandia,2022-05-13T12:02:32Z,2LIk90788K0zvyj2JJVwkJ,Jack Harlow,0wHFktze2PHC5jDt3B17DC,First Class,0.902,0.582,5,-5.902,0,0.109,0.111,3.18e-6,0.111,0.332,107.005,173948,4
Lagu Teratas - Finlandia,2022-05-13T12:02:32Z,6xr6YWVsGo5k0sqwjgRPhS,Fabe,7tv9J2xwmdg0SoZ4QbQEBD,Tähti,0.796,0.529,6,-5.967,0,0.0546,0.0807,0,0.0756,0.597,82.523,133818,4
Lagu Teratas - Finlandia,2022-05-13T12:02:32Z,5zod5X1F6ZTshIfpg2vVAF,Kiki,7aP68E6dMvQ54Mu41Omke4,666,0.583,0.767,1,-3.788,0,0.0346,0.17,0,0.202,0.479,139.741,177121,4
Lagu Teratas - Finlandia,2022-05-13T12:02:32Z,60Y18YWbhlUOQZZHYih2ts,Olli Halonen,67A13FUQH1vp3jmjwJKsA5,Suomen kesä,0.657,0.815,6,-6.391,0,0.0419,0.298,0,0.0849,0.885,120.078,171508,3
Lagu Teratas - Finlandia,2022-05-13T12:02:32Z,0xbbe6a1x6g5eGBQfzjWSe,Cledos,3o3L7pnXxyytOVPYJOm93W,City (feat. A36),0.844,0.647,2,-7.74,1,0.0616,0.00255,0.153,0.0882,0.507,114.971,156655,4
Lagu Teratas - Finlandia,2022-05-13T12:02:32Z,4QcudLddRQCbX8wrs6i2Gt,A36,3o3L7pnXxyytOVPYJOm93W,City (feat. A36),0.844,0.647,2,-7.74,1,0.0616,0.00255,0.153,0.0882,0.507,114.971,156655,4
Lagu Teratas - Finlandia,2022-05-13T12:02:32Z,7pRRxojl7QoW1M7s4Zhxo4,Blacflaco,6uBUE6pgQnHYq64cENGtrb,Munkaa,0.568,0.516,4,-7.157,0,0.071,0.345,0,0.18,0.395,98.958,175780,4
Lagu Teratas - Finlandia,2022-05-13T12:02:32Z,49HhZWQR9iHmdH8mRCvQo5,Mjay,6uBUE6pgQnHYq64cENGtrb,Munkaa,0.568,0.516,4,-7.157,0,0.071,0.345,0,0.18,0.395,98.958,175780,4
Lagu Teratas - Finlandia,2022-05-13T12:02:32Z,67MNhiAICFY6Pwc2YxCO0K,Elley Duhé,58HvfVOeJY7lUuCqF0m3ly,MIDDLE OF THE NIGHT,0.41,0.611,4,-8.271,0,0.0467,0.0228,0,0.116,0.0899,185.727,184448,3
Lagu Teratas - Finlandia,2022-05-13T12:02:32Z,56oDRnqbIiwx4mymNEv7dS,Lizzo,1PckUlxKqWQs3RlWXVBLw3,About Damn Time,0.836,0.743,10,-6.305,0,0.0656,0.0995,0,0.335,0.722,108.966,191822,4
