playlist,added_at,artist_id,artist_name,track_id,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Lagu Teratas - Meksiko,2022-05-13T12:02:38Z,3vQ0GE3mI0dAaxIMYe5g7z,Paulo Londra,2uky0VCI2EZni0nArOPznM,"Paulo Londra: Bzrp Music Sessions, Vol. 23",0.456,0.91,0,-2.659,1,0.136,0.256,0,0.0921,0.329,95.927,258542,4
Lagu Teratas - Meksiko,2022-05-13T12:02:38Z,6OBGbSaBUvQtk9wpQfDbOE,Kevin Kaarl,7dT9D6117e5DbhnKxDLNW9,Colapso,0.544,0.216,7,-17.237,1,0.0402,0.922,0.311,0.112,0.145,75.004,235471,4
Lagu Teratas - Meksiko,2022-05-13T12:02:38Z,4jogXSSvlyMkODGSZ2wc2P,Calibre 50,798ahLNEcoFER7Vywg1FMT,A La Antigüita,0.651,0.726,8,-4.144,1,0.053900000000000003,0.382,0,0.0535,0.963,179.99,156267,3
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,4BKC2HOGEqtYz2Xbgp9N1q,Wegz,5kdlxZ5skOYY3VK8RlfEIZ,البخت,0.78,0.59,3,-7.77,0,0.132,0.487,1.07e-5,0.115,0.66,104.977,206113,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,2H6XYL9D5Z3ErkxCD0gmD6,Abo El Anwar,56toH670HEUhhOYEbubXYr,Brrr Brrr Brrr,0.852,0.688,4,-5.124,0,0.211,0.485,1.66e-6,0.199,0.673,102.05,207059,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,56chSp36PsMhpQvUn1kdR3,Marwan Pablo,56toH670HEUhhOYEbubXYr,Brrr Brrr Brrr,0.852,0.688,4,-5.124,0,0.211,0.485,1.66e-6,0.199,0.673,102.05,207059,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,4TBJ8JSsEBYMJnxrtRheLc,Lil Baba,56toH670HEUhhOYEbubXYr,Brrr Brrr Brrr,0.852,0.688,4,-5.124,0,0.211,0.485,1.66e-6,0.199,0.673,102.05,207059,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,4BKC2HOGEqtYz2Xbgp9N1q,Wegz,5V0l4DBUYwNr8ETXqf1Yod,"بعودة يا بلادى ( من فيلم "" كباتن الزعتري "")",0.872,0.665,0,-6.556,0,0.121,0.187,0,0.0817,0.897,110.02,191673,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,56chSp36PsMhpQvUn1kdR3,Marwan Pablo,5NcTOxzo2WE20tFdtUhbAM,BARBARY,0.531,0.65,1,-10.228,0,0.148,0.0774,0.0041,0.0991,0.422,112.012,156501,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,56chSp36PsMhpQvUn1kdR3,Marwan Pablo,3JFB9ZJ8vZrKL8AJiRspLZ,RACORE,0.812,0.618,9,-6.621,0,0.0656,0.0372,0,0.142,0.387,115.028,176407,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,2PM82jOCB674w4BL08zFVS,Muslim - مُسلِم,5hiQSNo6jQbQ2m2gBZs7bU,Etnaset,0.444,0.5,1,-7.706,0,0.0666,0.804,2.05e-6,0.108,0.271,147.757,195598,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,0OUma98suuyyJqFHtjX5oU,El Waili,74utdoJDUGLIMlrSS6jHlU,Dawly,0.854,0.367,3,-14.477,0,0.328,0.421,7.73e-5,0.0903,0.349,99.98,196206,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,1aaV82rahtjuwsjy76lv4z,Moscow,74utdoJDUGLIMlrSS6jHlU,Dawly,0.854,0.367,3,-14.477,0,0.328,0.421,7.73e-5,0.0903,0.349,99.98,196206,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,1dIzfeZM7R7E6Wl9MedD9v,Telecom Egypt,53NXe3kkRKLOHetbquwSxt,اغنية اقوى ميكس من وي,0.779,0.808,1,-4.287,1,0.292,0.0845,4.86e-6,0.0656,0.52,140.241,190616,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,6Q0JYiqcSa28nT0KOQZtX6,Ahmed Mekky,53NXe3kkRKLOHetbquwSxt,اغنية اقوى ميكس من وي,0.779,0.808,1,-4.287,1,0.292,0.0845,4.86e-6,0.0656,0.52,140.241,190616,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,4BKC2HOGEqtYz2Xbgp9N1q,Wegz,53NXe3kkRKLOHetbquwSxt,اغنية اقوى ميكس من وي,0.779,0.808,1,-4.287,1,0.292,0.0845,4.86e-6,0.0656,0.52,140.241,190616,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,68rvMwPL0yMbYR5cv0pzCR,Elissa,46Q0bzrsZyD2dzZCuLq5R2,Min Awel Dekika,0.468,0.544,3,-6.755,0,0.0413,0.554,0,0.0864,0.296,72.957,272560,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,0NjXtqYWpnV055KhfZgtuY,Saad Lamjarred,46Q0bzrsZyD2dzZCuLq5R2,Min Awel Dekika,0.468,0.544,3,-6.755,0,0.0413,0.554,0,0.0864,0.296,72.957,272560,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,2llLuXpn4BLMUltSxkkcJ1,Ali Loka,0johwiyFvPcTbM1miBvaUh,Matkhafesh Yamma,0.798,0.678,5,-9.689,1,0.0998,0.69,6.76e-5,0.237,0.605,99.991,163200,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,1IRIol7Z2UlCtpj2MYuwU5,Ouzzy,0johwiyFvPcTbM1miBvaUh,Matkhafesh Yamma,0.798,0.678,5,-9.689,1,0.0998,0.69,6.76e-5,0.237,0.605,99.991,163200,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,5D2ui1KD49TfyCDb35zf5V,Ahmed Saad,04vHPXVGnb51q13NBoW22W,El Melouk - الملوك,0.714,0.921,8,-1.455,1,0.0976,0.0574,0,0.256,0.817,99.951,195048,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,4U7K3Xm1CXe5FpBGYUcHUZ,3enba,04vHPXVGnb51q13NBoW22W,El Melouk - الملوك,0.714,0.921,8,-1.455,1,0.0976,0.0574,0,0.256,0.817,99.951,195048,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,02T4vKIGje48LHpXmJoEwo,Double Zuksh,04vHPXVGnb51q13NBoW22W,El Melouk - الملوك,0.714,0.921,8,-1.455,1,0.0976,0.0574,0,0.256,0.817,99.951,195048,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,6KImCVD70vtIoJWnq6nGn3,Harry Styles,4LRPiXqCikLlN15c3yImP7,As It Was,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,2BBnFUgIaLHqoRYPfshoPb,Marwan Moussa,4U7uW9KlqalDKu8ff9OyDm,Aloomek,0.84,0.327,6,-11.83,0,0.306,0.651,0,0.105,0.367,137.96,306790,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,5D2ui1KD49TfyCDb35zf5V,Ahmed Saad,5kQCI3faUHASM28R91ksUY,Aleky Eyoun,0.695,0.391,10,-9.77,0,0.0441,0.734,0,0.14,0.355,117.948,209851,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,0OUma98suuyyJqFHtjX5oU,El Waili,7kFcz3xHq7hsOrfQWkipvP,Ya Salam - Remix,0.536,0.408,8,-9.797,1,0.275,0.729,0,0.109,0.569,174.23,253908,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,4BKC2HOGEqtYz2Xbgp9N1q,Wegz,3yWSjxKQMpa7hXcmVElZgX,Keify Keda,0.931,0.578,11,-11.087,0,0.254,0.24,3.14e-4,0.35,0.897,127.971,193622,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,1HIaYLpcp8yyYRSQFP7vIi,Disco Misr,3yWSjxKQMpa7hXcmVElZgX,Keify Keda,0.931,0.578,11,-11.087,0,0.254,0.24,3.14e-4,0.35,0.897,127.971,193622,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,2PM82jOCB674w4BL08zFVS,Muslim - مُسلِم,3g4p8OgtpxHpEHzEjnRo6J,Mesh Nadman,0.566,0.332,10,-11.366,1,0.0658,0.769,0,0.0806,0.322,88.957,175911,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,5D2ui1KD49TfyCDb35zf5V,Ahmed Saad,7o6OBdhiwn3RX9BOa5JjMc,Sayrena Ya Donia,0.656,0.723,8,-5.548,0,0.0477,0.137,0,0.387,0.89,166.058,260714,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,2KJgliIl1dMyeOMyCcnYv7,Bahaa Sultan,3LXPZvEHf0vhgFKs4giHSS,Ta3ala Adalla3ak,0.763,0.863,10,-4.395,1,0.0451,0.651,0,0.0815,0.9,123.911,211452,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,4BKC2HOGEqtYz2Xbgp9N1q,Wegz,02G9n2WgsNd2j7CqTmcDR2,عفاريت الأسفلت,0.85,0.528,10,-8.646,0,0.267,0.505,0,0.204,0.801,143.066,204818,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,6tiw0jaXjPqUqupLzCCfiv,Omar Dafencii,0QemMisHFcPe19odGtKlnW,كنق الحلبة,0.963,0.35,1,-10.885,1,0.117,0.0487,8.11e-4,0.101,0.417,123.063,164959,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,0ZymXKuHy9Sqg2X5IEwLut,Khayyat,0QemMisHFcPe19odGtKlnW,كنق الحلبة,0.963,0.35,1,-10.885,1,0.117,0.0487,8.11e-4,0.101,0.417,123.063,164959,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,7yBuSjd5Z3w7acodk51evR,Afroto,53BjuhvFCmv5T0VRhKuNrb,FAR2 KHEBRA,0.798,0.867,10,-4.653,0,0.0532,0.153,1e-5,0.0643,0.784,107.97,188357,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,67MNhiAICFY6Pwc2YxCO0K,Elley Duhé,58HvfVOeJY7lUuCqF0m3ly,MIDDLE OF THE NIGHT,0.41,0.611,4,-8.271,0,0.0467,0.0228,0,0.116,0.0899,185.727,184448,3
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,3mUUUQDWnVlttF1yERxmPQ,Muhab,5pr1lDwkRKvlUaqlLdA008,ديدي,0.93,0.516,5,-12.072,0,0.053,0.221,4.61e-5,0.0935,0.741,109.982,205034,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,4BKC2HOGEqtYz2Xbgp9N1q,Wegz,2FntmtxOqyNgZkxaZchEn0,سكرتي,0.769,0.503,2,-10.117,0,0.348,0.647,3.15e-4,0.115,0.371,140.094,210893,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,6FJeuwLBCX8VSTf6hp1Vc9,Lege-Cy,7cCBsINflnE3PKyvcN3bzX,عرفة,0.766,0.444,9,-10.84,0,0.226,0.878,0.141,0.438,0.499,115.972,161519,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,2PM82jOCB674w4BL08zFVS,Muslim - مُسلِم,5HSq2VMchKdVRXR9B1jpgr,Mabahrbsh,0.401,0.36,1,-9.901,0,0.052,0.673,0,0.0967,0.319,100.923,245000,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,7yBuSjd5Z3w7acodk51evR,Afroto,4KkZaDtLIuCiCUH6Zwy0rx,HARAZEEK,0.829,0.783,0,-5.614,0,0.0572,0.0481,0,0.216,0.869,138.992,158849,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,1hrucExvTdqEfvm2NSjMzv,Amr Saad,4KkZaDtLIuCiCUH6Zwy0rx,HARAZEEK,0.829,0.783,0,-5.614,0,0.0572,0.0481,0,0.216,0.869,138.992,158849,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,6FJeuwLBCX8VSTf6hp1Vc9,Lege-Cy,5SSh0fKEEkyaBGOhQG47AE,Betadeen,0.773,0.521,6,-9.37,0,0.131,0.752,3.13e-4,0.0923,0.537,101.034,206714,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,6MQnUjIjnIOfHDFzqBJOAl,Assala Nasri,3zpuelnjip23dk1hxTqklg,Shokran,0.784,0.735,7,-5.587,0,0.0905,0.455,1.43e-6,0.061,0.748,91.012,208352,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,2BBnFUgIaLHqoRYPfshoPb,Marwan Moussa,3OFejsaM3NDkclJg3rjWI2,البوصلة ضاعت,0.753,0.504,7,-10.196,0,0.132,0.666,1.88e-5,0.121,0.299,107.064,209994,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,0OUma98suuyyJqFHtjX5oU,El Waili,6CFDWaN8XmEHGUgXG2MxaO,El 3bd W El Waili,0.442,0.42,2,-9.266,1,0.136,0.723,0.0387,0.124,0.149,195.864,233014,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,1ZpCdBZ3rL0mXxMhzhOBvi,Mohammed Saeed,49odA1EtwSkPefTEeIwqBx,Konty 2olely,0.671,0.248,5,-14.674,0,0.143,0.936,0.0875,0.115,0.396,140.033,168695,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,4BKC2HOGEqtYz2Xbgp9N1q,Wegz,7e2Fzu33SbX4ECAB1Y1QDI,كان نفسي,0.731,0.294,1,-14.589,1,0.148,0.856,2.48e-4,0.0817,0.486,144.053,253342,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,1HhNoOuqm1a5MXYEgAFl8o,Enemy (with JID) - from the series Arcane League of Legends,0.728,0.783,11,-4.424,0,0.266,0.237,0,0.434,0.555,77.011,173381,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,6U3ybJ9UHNKEdsH7ktGBZ7,JID,1HhNoOuqm1a5MXYEgAFl8o,Enemy (with JID) - from the series Arcane League of Legends,0.728,0.783,11,-4.424,0,0.266,0.237,0,0.434,0.555,77.011,173381,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,57nPqD7z62gDdq37US9XJR,Arcane,1HhNoOuqm1a5MXYEgAFl8o,Enemy (with JID) - from the series Arcane League of Legends,0.728,0.783,11,-4.424,0,0.266,0.237,0,0.434,0.555,77.011,173381,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,47mIJdHORyRerp4os813jD,League of Legends,1HhNoOuqm1a5MXYEgAFl8o,Enemy (with JID) - from the series Arcane League of Legends,0.728,0.783,11,-4.424,0,0.266,0.237,0,0.434,0.555,77.011,173381,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,3SMvE0QyULRkKy2Y2FLbUG,Shahyn,224pf1HG3LAO6LvR3AlRNy,Siri,0.862,0.699,6,-8.548,1,0.0834,0.0458,0,0.107,0.49,124.044,213324,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,5NlV2I6zpxnF0hodATO7wG,Essam Saasa,3FdV0iO6fskyPeYnrMsKPM,وسط دموع وجراح,0.805,0.78,11,-3.463,0,0.0764,0.498,0,0.526,0.813,109.984,264197,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,0uFv3QyIZZuL1ZzT9J19Fi,Akram Hosny,0BCEJXmemL21JvNNoOB5TT,ستو أنا,0.903,0.745,6,-8.9,0,0.0412,0.294,7.12e-4,0.0811,0.972,131.945,141887,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,4Own1NEZVQQ573zBzyRalb,Ayten Amer,0BCEJXmemL21JvNNoOB5TT,ستو أنا,0.903,0.745,6,-8.9,0,0.0412,0.294,7.12e-4,0.0811,0.972,131.945,141887,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,5v3hMjviVKzTsRKjiUFiGT,Hanady Mehanna,0BCEJXmemL21JvNNoOB5TT,ستو أنا,0.903,0.745,6,-8.9,0,0.0412,0.294,7.12e-4,0.0811,0.972,131.945,141887,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,2BBnFUgIaLHqoRYPfshoPb,Marwan Moussa,615yIBsABjpxbMLVXqYQgt,Adriana Lima,0.7,0.505,11,-10.302,0,0.111,0.268,0,0.267,0.36,89.981,181393,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,4yvcSjfu4PC0CYQyLy4wSq,Glass Animals,02MWAaffLxlfxAUY7c5dvx,Heat Waves,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-6,0.0921,0.531,80.87,238805,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,0jDk5u8slIxP4B5AtbyZq6,Karim Mahmoud Abdelaziz,4xAYDw7NVSKkvMIE9vFTVu,Elghazala Ray2a (feat. Mohamed Osama),0.888,0.72,6,-5.409,1,0.0453,0.195,4.66e-6,0.0726,0.801,121.999,161764,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,1cODd5riWEV19DpwGut4CN,Mohamed Osama,4xAYDw7NVSKkvMIE9vFTVu,Elghazala Ray2a (feat. Mohamed Osama),0.888,0.72,6,-5.409,1,0.0453,0.195,4.66e-6,0.0726,0.801,121.999,161764,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,56chSp36PsMhpQvUn1kdR3,Marwan Pablo,5xDaIms5HB1DTj5keH6sJc,Sindbad,0.751,0.774,3,-7.633,0,0.142,0.105,4.98e-5,0.292,0.603,134.998,219000,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,4BKC2HOGEqtYz2Xbgp9N1q,Wegz,2xID4PetWGYUl2JtQWBlcq,أسياد الصوت,0.823,0.584,0,-8.176,0,0.0677,0.436,4.51e-6,0.16,0.284,134.997,188630,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,4aHCSxGzduK4MFZMSUGlRx,LZHYMR,2xID4PetWGYUl2JtQWBlcq,أسياد الصوت,0.823,0.584,0,-8.176,0,0.0677,0.436,4.51e-6,0.16,0.284,134.997,188630,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,6FJeuwLBCX8VSTf6hp1Vc9,Lege-Cy,7KLy4f8VCsiIEYr69mC4uZ,مفيش مانع,0.591,0.47,1,-10.832,0,0.142,0.648,0.0344,0.105,0.418,100.005,220069,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,56chSp36PsMhpQvUn1kdR3,Marwan Pablo,6vRHVF61iN8TnMdoFBoE8f,Free,0.423,0.849,1,-3.782,1,0.143,0.125,0,0.111,0.312,116.956,218000,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,57UiSuUcw9m0MV4bC2DukM,Molotof,6vRHVF61iN8TnMdoFBoE8f,Free,0.423,0.849,1,-3.782,1,0.143,0.125,0,0.111,0.312,116.956,218000,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,2BBnFUgIaLHqoRYPfshoPb,Marwan Moussa,0htvkHTlXpui40I957NFUt,Tesla,0.701,0.361,9,-11.158,0,0.15,0.423,0,0.0896,0.83,104.948,186500,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,41g2nSmocqVLuYnmndxefu,Ahmed Kamel,5Aun0pJOQFBQozav1hPpM1,3la 3eny,0.448,0.336,9,-12.567,0,0.0355,0.83,0,0.133,0.209,142.306,316056,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,2llLuXpn4BLMUltSxkkcJ1,Ali Loka,60gNtG4TeY7YQxbxx9mUwU,Ahkelak,0.829,0.691,11,-8.186,0,0.154,0.562,0,0.11,0.377,100.004,196838,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,57UiSuUcw9m0MV4bC2DukM,Molotof,3NCZRSMdqwo5jpRdgcZxEV,Denamet,0.661,0.575,5,-9.365,1,0.314,0.292,3.91e-6,0.0861,0.432,140.092,208065,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,56chSp36PsMhpQvUn1kdR3,Marwan Pablo,3NCZRSMdqwo5jpRdgcZxEV,Denamet,0.661,0.575,5,-9.365,1,0.314,0.292,3.91e-6,0.0861,0.432,140.092,208065,4
Lagu Teratas - Mesir,2022-05-13T12:02:29Z,6bb9VI1PpPTEmdgcgjTppX,Mohamed Hamaki,5ZsSIC9ea0OEi7gMMv7b1t,La Malama (Bonus Track),0.756,0.821,1,-5.514,0,0.0415,0.0796,4.14e-6,0.0427,0.873,95.007,228853,4
Lagu Teratas - Nigeria,2022-05-13T12:02:41Z,1X6cBGnXpEpN7CmflLKmLV,Kizz Daniel,4eZZofkV1OQ9GDqAgHqNpA,Buga,0.92,0.716,8,-7.104,1,0.105,0.296,0.00222,0.104,0.961,115.991,183103,4
Lagu Teratas - Nigeria,2022-05-13T12:02:41Z,6IhG3Yxm3UW98jhyBvrIut,Tekno,4eZZofkV1OQ9GDqAgHqNpA,Buga,0.92,0.716,8,-7.104,1,0.105,0.296,0.00222,0.104,0.961,115.991,183103,4
Lagu Teratas - Nigeria,2022-05-13T12:02:41Z,5Jv1MsZBh0sqokFq7pU8Xg,Pheelz,4Gasn91fsCefnN8zM5GjA8,Finesse,0.859,0.551,1,-7.916,0,0.149,0.559,0,0.194,0.777,102.049,155293,4
Lagu Teratas - Nigeria,2022-05-13T12:02:41Z,3zaDigUwjHvjOkSn0NDf9x,BNXN fka Buju,4Gasn91fsCefnN8zM5GjA8,Finesse,0.859,0.551,1,-7.916,0,0.149,0.559,0,0.194,0.777,102.049,155293,4
Lagu Teratas - Nigeria,2022-05-13T12:02:41Z,1E5hfn5BduN2nnoZCJmUVG,Victony,6lXOGwFzCglrPMtuysPIUo,kolomental,0.696,0.635,10,-5.977,1,0.0966,0.344,0.00835,0.114,0.521,94.728,197000,4
Lagu Teratas - Nigeria,2022-05-13T12:02:41Z,3a1tBryiczPAZpgoZN9Rzg,Asake,5FtWjKVBTMklN2yCP9UhF6,Sungba (feat. Burna Boy) - Remix,0.861,0.588,7,-8.861,1,0.243,0.00913,0,0.0591,0.705,111.995,210000,4
Lagu Teratas - Nigeria,2022-05-13T12:02:41Z,3wcj11K77LjEY1PkEazffa,Burna Boy,5FtWjKVBTMklN2yCP9UhF6,Sungba (feat. Burna Boy) - Remix,0.861,0.588,7,-8.861,1,0.243,0.00913,0,0.0591,0.705,111.995,210000,4
Lagu Teratas - Nigeria,2022-05-13T12:02:41Z,4JM1zsVj1pt38Q8mhv5teI,Young Jonn,2IBrgYf3Hjw16c6oNwkZ9M,Dada (feat. Davido) [Remix],0.632,0.806,7,-5.771,0,0.155,0.301,0,0.2,0.293,139.124,177693,3
Lagu Teratas - Nigeria,2022-05-13T12:02:41Z,0Y3agQaa6g2r0YmHPOO9rh,Davido,2IBrgYf3Hjw16c6oNwkZ9M,Dada (feat. Davido) [Remix],0.632,0.806,7,-5.771,0,0.155,0.301,0,0.2,0.293,139.124,177693,3
Lagu Teratas - Nigeria,2022-05-13T12:02:41Z,46pWGuE3dSwY3bMMXGBvVS,Rema,3BnDvpeuGOj21Ir2aVEtQo,Calm Down,0.814,0.789,11,-6.29,1,0.0405,0.365,5.02e-4,0.137,0.842,107.003,219669,4
Lagu Teratas - Nigeria,2022-05-13T12:02:41Z,75VKfyoBlkmrJFDqo1o2VY,Fireboy DML,1Cg51Jk6EoXBQ0KiwzWJfm,Playboy,0.555,0.674,7,-7.81,1,0.132,0.334,1.28e-6,0.0586,0.854,158.829,207475,5
Lagu Teratas - Nigeria,2022-05-13T12:02:41Z,3a1tBryiczPAZpgoZN9Rzg,Asake,7d1aTQlsHMgWmkPywDi7h1,Omo Ope (feat. Olamide),0.905,0.747,9,-6.622,1,0.0442,0.117,3.64e-4,0.0505,0.866,117.008,166154,4
Lagu Teratas - Nigeria,2022-05-13T12:02:41Z,4ovtyvs7j1jSmwhkBGHqSr,Olamide,7d1aTQlsHMgWmkPywDi7h1,Omo Ope (feat. Olamide),0.905,0.747,9,-6.622,1,0.0442,0.117,3.64e-4,0.0505,0.866,117.008,166154,4
Lagu Teratas - Nigeria,2022-05-13T12:02:41Z,2LiqbH7OhqP0yuaG8VL1wJ,Black Sherif,7pXNFEzqeZB8rIbcFtYTop,Kwaku the Traveller,0.64,0.552,0,-7.327,0,0.354,0.0764,0,0.107,0.318,135.241,185365,4
Lagu Teratas - Nigeria,2022-05-13T12:02:41Z,1E5hfn5BduN2nnoZCJmUVG,Victony,3OsZkVwyJhGLJ0KrdUx23o,Apollo,0.831,0.675,9,-7.255,0,0.047,0.199,8.68e-4,0.108,0.658,115.965,170000,4
Lagu Teratas - Nigeria,2022-05-13T12:02:41Z,1RyvyyTE3xzB2ZywiAwp0i,Future,59nOXPmaKlBfGMDeOVGrIK,WAIT FOR U (feat. Drake & Tems),0.463,0.642,1,-4.474,1,0.34,0.314,0,0.0686,0.339,83.389,189893,4
Lagu Teratas - Nigeria,2022-05-13T12:02:41Z,3TVXtAsR1Inumwj472S9r4,Drake,59nOXPmaKlBfGMDeOVGrIK,WAIT FOR U (feat. Drake & Tems),0.463,0.642,1,-4.474,1,0.34,0.314,0,0.0686,0.339,83.389,189893,4
Lagu Teratas - Nigeria,2022-05-13T12:02:41Z,687cZJR45JO7jhk1LHIbgq,Tems,59nOXPmaKlBfGMDeOVGrIK,WAIT FOR U (feat. Drake & Tems),0.463,0.642,1,-4.474,1,0.34,0.314,0,0.0686,0.339,83.389,189893,4
Lagu Teratas - Nigeria,2022-05-13T12:02:41Z,6Z9Xe5mjocmPOhz2TLNrAi,Camidoh,0ApflIvLLPwEZuS36WYlh6,"Sugarcane (Remix) [feat. King Promise, Mayorkun & Darkoo]",0.582,0.695,8,-5.506,1,0.0975,0.308,5.9e-6,0.112,0.543,101.005,251286,4
Lagu Teratas - Nigeria,2022-05-13T12:02:41Z,3DNCUaKdMZcMVJIS7yTskd,Mayorkun,0ApflIvLLPwEZuS36WYlh6,"Sugarcane (Remix) [feat. King Promise, Mayorkun & Darkoo]",0.582,0.695,8,-5.506,1,0.0975,0.308,5.9e-6,0.112,0.543,101.005,251286,4
Lagu Teratas - Nigeria,2022-05-13T12:02:41Z,4QSTyDpxsKmv3UfavVUImR,Darkoo,0ApflIvLLPwEZuS36WYlh6,"Sugarcane (Remix) [feat. King Promise, Mayorkun & Darkoo]",0.582,0.695,8,-5.506,1,0.0975,0.308,5.9e-6,0.112,0.543,101.005,251286,4
Lagu Teratas - Nigeria,2022-05-13T12:02:41Z,4tIKaxUmpXzshok2yCnwdf,King Promise,0ApflIvLLPwEZuS36WYlh6,"Sugarcane (Remix) [feat. King Promise, Mayorkun & Darkoo]",0.582,0.695,8,-5.506,1,0.0975,0.308,5.9e-6,0.112,0.543,101.005,251286,4
Lagu Teratas - Nigeria,2022-05-13T12:02:41Z,3zaDigUwjHvjOkSn0NDf9x,BNXN fka Buju,6bZ9RWQGYr7XKQhxs9XT6a,Kilometer,0.888,0.853,5,-5.585,0,0.0575,0.35,0.0244,0.0739,0.628,118.992,198797,4
Lagu Teratas - Nigeria,2022-05-13T12:02:41Z,1E5hfn5BduN2nnoZCJmUVG,Victony,1rWxa2PtZT1S1mr6Jxm86B,Chop & Slide,0.583,0.474,4,-6.247,0,0.163,0.72,1.52e-5,0.0889,0.302,60.62,168668,5
Lagu Teratas - Nigeria,2022-05-13T12:02:41Z,38XiDu0kK3Z5jdHUDqBzNT,Lil Kesh,2XuLnQELesgnkCGZbSJHO0,Don't Call Me (feat. Zinoleesky),0.876,0.834,5,-5.768,0,0.0454,0.044,3.93e-5,0.0874,0.62,117.986,178983,4
