genre,valence_mean
dangdut,0.7089002805836139
electronic,0.39052050120772946
hip hop,0.5436835108001217
jazz,0.40691656936335835
metal,0.36116226568867155
pop,0.5241460757156048
punk,0.5244256417910448
r&b,0.4736442132639792
reggae,0.7100259314456036
rock,0.5301652079453756
