candidate,twitter_handle,date_tweet_created,tweet,rolling_mean_7_day
Agus Yudhoyono,AgusYudhoyono,2022-06-11,3,7
Agus Yudhoyono,AgusYudhoyono,2022-06-12,4,7.142857142857143
Agus Yudhoyono,AgusYudhoyono,2022-06-13,7,7.714285714285714
Agus Yudhoyono,AgusYudhoyono,2022-06-14,3,7.857142857142857
Agus Yudhoyono,AgusYudhoyono,2022-06-15,3,7.571428571428571
Agus Yudhoyono,AgusYudhoyono,2022-06-20,1,7.428571428571429
Agus Yudhoyono,AgusYudhoyono,2022-06-21,1,3.142857142857143
Agus Yudhoyono,AgusYudhoyono,2022-06-22,3,3.142857142857143
Agus Yudhoyono,AgusYudhoyono,2022-06-23,3,3
Agus Yudhoyono,AgusYudhoyono,2022-06-24,1,2.142857142857143
Agus Yudhoyono,AgusYudhoyono,2022-06-25,3,2.142857142857143
Agus Yudhoyono,AgusYudhoyono,2022-06-27,6,2.5714285714285716
Agus Yudhoyono,AgusYudhoyono,2022-06-28,2,2.7142857142857144
Agus Yudhoyono,AgusYudhoyono,2022-06-29,2,2.857142857142857
Agus Yudhoyono,AgusYudhoyono,2022-07-01,6,3.2857142857142856
Agus Yudhoyono,AgusYudhoyono,2022-07-02,1,3
Agus Yudhoyono,AgusYudhoyono,2022-07-03,1,3
Agus Yudhoyono,AgusYudhoyono,2022-07-04,2,2.857142857142857
Agus Yudhoyono,AgusYudhoyono,2022-07-05,2,2.2857142857142856
Agus Yudhoyono,AgusYudhoyono,2022-07-06,4,2.5714285714285716
Agus Yudhoyono,AgusYudhoyono,2022-07-07,7,3.2857142857142856
Agus Yudhoyono,AgusYudhoyono,2022-07-08,5,3.142857142857143
Agus Yudhoyono,AgusYudhoyono,2022-07-09,4,3.5714285714285716
Agus Yudhoyono,AgusYudhoyono,2022-07-10,4,4
Agus Yudhoyono,AgusYudhoyono,2022-07-11,15,5.857142857142857
Agus Yudhoyono,AgusYudhoyono,2022-07-12,4,6.142857142857143
Agus Yudhoyono,AgusYudhoyono,2022-07-13,5,6.285714285714286
Airlangga Hartarto,airlangga_hrt,2022-03-08,14,NA
Airlangga Hartarto,airlangga_hrt,2022-03-09,12,NA
Airlangga Hartarto,airlangga_hrt,2022-03-10,4,NA
Airlangga Hartarto,airlangga_hrt,2022-03-11,4,NA
Airlangga Hartarto,airlangga_hrt,2022-03-12,18,NA
Airlangga Hartarto,airlangga_hrt,2022-03-13,4,NA
Airlangga Hartarto,airlangga_hrt,2022-03-14,18,10.571428571428571
Airlangga Hartarto,airlangga_hrt,2022-03-16,9,9.857142857142858
Airlangga Hartarto,airlangga_hrt,2022-03-17,7,9.142857142857142
