candidate,twitter_handle,date_tweet_created,tweet,rolling_mean_7_day
Airlangga Hartarto,airlangga_hrt,2022-03-18,8,9.714285714285714
Airlangga Hartarto,airlangga_hrt,2022-03-19,3,9.571428571428571
Airlangga Hartarto,airlangga_hrt,2022-03-20,9,8.285714285714286
Airlangga Hartarto,airlangga_hrt,2022-03-21,2,8
Airlangga Hartarto,airlangga_hrt,2022-03-22,8,6.571428571428571
Airlangga Hartarto,airlangga_hrt,2022-03-23,3,5.714285714285714
Airlangga Hartarto,airlangga_hrt,2022-03-24,5,5.428571428571429
Airlangga Hartarto,airlangga_hrt,2022-03-25,6,5.142857142857143
Airlangga Hartarto,airlangga_hrt,2022-03-26,3,5.142857142857143
Airlangga Hartarto,airlangga_hrt,2022-03-27,7,4.857142857142857
Airlangga Hartarto,airlangga_hrt,2022-03-28,7,5.571428571428571
Airlangga Hartarto,airlangga_hrt,2022-03-29,17,6.857142857142857
Airlangga Hartarto,airlangga_hrt,2022-03-30,6,7.285714285714286
Airlangga Hartarto,airlangga_hrt,2022-03-31,17,9
Airlangga Hartarto,airlangga_hrt,2022-04-01,7,9.142857142857142
Airlangga Hartarto,airlangga_hrt,2022-04-02,7,9.714285714285714
Airlangga Hartarto,airlangga_hrt,2022-04-03,3,9.142857142857142
Airlangga Hartarto,airlangga_hrt,2022-04-04,7,9.142857142857142
Airlangga Hartarto,airlangga_hrt,2022-04-05,9,8
Airlangga Hartarto,airlangga_hrt,2022-04-06,6,8
Airlangga Hartarto,airlangga_hrt,2022-04-07,4,6.142857142857143
Airlangga Hartarto,airlangga_hrt,2022-04-08,6,6
Airlangga Hartarto,airlangga_hrt,2022-04-09,8,6.142857142857143
Airlangga Hartarto,airlangga_hrt,2022-04-11,7,6.714285714285714
Airlangga Hartarto,airlangga_hrt,2022-04-12,22,8.857142857142858
Airlangga Hartarto,airlangga_hrt,2022-04-13,5,8.285714285714286
Airlangga Hartarto,airlangga_hrt,2022-04-14,8,8.571428571428571
Airlangga Hartarto,airlangga_hrt,2022-04-15,10,9.428571428571429
Airlangga Hartarto,airlangga_hrt,2022-04-16,4,9.142857142857142
Airlangga Hartarto,airlangga_hrt,2022-04-17,2,8.285714285714286
Airlangga Hartarto,airlangga_hrt,2022-04-18,14,9.285714285714286
Airlangga Hartarto,airlangga_hrt,2022-04-19,12,7.857142857142857
Airlangga Hartarto,airlangga_hrt,2022-04-20,14,9.142857142857142
Airlangga Hartarto,airlangga_hrt,2022-04-21,20,10.857142857142858
Airlangga Hartarto,airlangga_hrt,2022-04-22,8,10.571428571428571
Airlangga Hartarto,airlangga_hrt,2022-04-23,5,10.714285714285714
Airlangga Hartarto,airlangga_hrt,2022-04-25,16,12.714285714285714
Airlangga Hartarto,airlangga_hrt,2022-04-26,8,11.857142857142858
Airlangga Hartarto,airlangga_hrt,2022-04-27,28,14.142857142857142
Airlangga Hartarto,airlangga_hrt,2022-04-28,9,13.428571428571429
Airlangga Hartarto,airlangga_hrt,2022-04-29,9,11.857142857142858
Airlangga Hartarto,airlangga_hrt,2022-04-30,2,11
Airlangga Hartarto,airlangga_hrt,2022-05-01,9,11.571428571428571
Airlangga Hartarto,airlangga_hrt,2022-05-02,8,10.428571428571429
Airlangga Hartarto,airlangga_hrt,2022-05-04,6,10.142857142857142
Airlangga Hartarto,airlangga_hrt,2022-05-07,3,6.571428571428571
Airlangga Hartarto,airlangga_hrt,2022-05-08,6,6.142857142857143
Airlangga Hartarto,airlangga_hrt,2022-05-09,9,6.142857142857143
Airlangga Hartarto,airlangga_hrt,2022-05-10,12,7.571428571428571
Airlangga Hartarto,airlangga_hrt,2022-05-11,19,9
Airlangga Hartarto,airlangga_hrt,2022-05-12,7,8.857142857142858
Airlangga Hartarto,airlangga_hrt,2022-05-13,8,9.142857142857142
Airlangga Hartarto,airlangga_hrt,2022-05-14,4,9.285714285714286
Airlangga Hartarto,airlangga_hrt,2022-05-15,6,9.285714285714286
Airlangga Hartarto,airlangga_hrt,2022-05-16,1,8.142857142857142
Airlangga Hartarto,airlangga_hrt,2022-05-17,11,8
Airlangga Hartarto,airlangga_hrt,2022-05-18,14,7.285714285714286
Airlangga Hartarto,airlangga_hrt,2022-05-19,5,7
Airlangga Hartarto,airlangga_hrt,2022-05-20,12,7.571428571428571
Airlangga Hartarto,airlangga_hrt,2022-05-22,5,7.714285714285714
Airlangga Hartarto,airlangga_hrt,2022-05-23,2,7.142857142857143
Airlangga Hartarto,airlangga_hrt,2022-05-24,8,8.142857142857142
Airlangga Hartarto,airlangga_hrt,2022-05-25,10,8
Airlangga Hartarto,airlangga_hrt,2022-05-26,2,6.285714285714286
Airlangga Hartarto,airlangga_hrt,2022-05-27,6,6.428571428571429
Airlangga Hartarto,airlangga_hrt,2022-05-28,4,5.285714285714286
Airlangga Hartarto,airlangga_hrt,2022-05-30,4,5.142857142857143
Airlangga Hartarto,airlangga_hrt,2022-05-31,7,5.857142857142857
Airlangga Hartarto,airlangga_hrt,2022-06-01,8,5.857142857142857
Airlangga Hartarto,airlangga_hrt,2022-06-02,3,4.857142857142857
Airlangga Hartarto,airlangga_hrt,2022-06-03,9,5.857142857142857
Airlangga Hartarto,airlangga_hrt,2022-06-04,11,6.571428571428571
Airlangga Hartarto,airlangga_hrt,2022-06-05,5,6.714285714285714
Airlangga Hartarto,airlangga_hrt,2022-06-06,10,7.571428571428571
Airlangga Hartarto,airlangga_hrt,2022-06-07,12,8.285714285714286
Airlangga Hartarto,airlangga_hrt,2022-06-08,10,8.571428571428571
Airlangga Hartarto,airlangga_hrt,2022-06-09,13,10
Airlangga Hartarto,airlangga_hrt,2022-06-10,7,9.714285714285714
Airlangga Hartarto,airlangga_hrt,2022-06-11,3,8.571428571428571
Airlangga Hartarto,airlangga_hrt,2022-06-12,4,8.428571428571429
Airlangga Hartarto,airlangga_hrt,2022-06-13,14,9
Airlangga Hartarto,airlangga_hrt,2022-06-14,9,8.571428571428571
Airlangga Hartarto,airlangga_hrt,2022-06-15,6,8
Airlangga Hartarto,airlangga_hrt,2022-06-16,17,8.571428571428571
Airlangga Hartarto,airlangga_hrt,2022-06-17,5,8.285714285714286
Airlangga Hartarto,airlangga_hrt,2022-06-18,14,9.857142857142858
Airlangga Hartarto,airlangga_hrt,2022-06-19,4,9.857142857142858
Airlangga Hartarto,airlangga_hrt,2022-06-20,13,9.714285714285714
Airlangga Hartarto,airlangga_hrt,2022-06-21,5,9.142857142857142
Airlangga Hartarto,airlangga_hrt,2022-06-22,8,9.428571428571429
Airlangga Hartarto,airlangga_hrt,2022-06-23,8,8.142857142857142
Airlangga Hartarto,airlangga_hrt,2022-06-24,4,8
Airlangga Hartarto,airlangga_hrt,2022-06-25,11,7.571428571428571
Airlangga Hartarto,airlangga_hrt,2022-06-27,9,8.285714285714286
Airlangga Hartarto,airlangga_hrt,2022-06-28,7,7.428571428571429
Airlangga Hartarto,airlangga_hrt,2022-06-30,10,8.142857142857142
Airlangga Hartarto,airlangga_hrt,2022-07-01,17,9.428571428571429
Airlangga Hartarto,airlangga_hrt,2022-07-02,4,8.857142857142858
Airlangga Hartarto,airlangga_hrt,2022-07-04,4,8.857142857142858
Airlangga Hartarto,airlangga_hrt,2022-07-05,8,8.428571428571429
Airlangga Hartarto,airlangga_hrt,2022-07-06,6,8
Airlangga Hartarto,airlangga_hrt,2022-07-07,7,8
Airlangga Hartarto,airlangga_hrt,2022-07-09,5,7.285714285714286
Airlangga Hartarto,airlangga_hrt,2022-07-10,3,5.285714285714286
Airlangga Hartarto,airlangga_hrt,2022-07-11,12,6.428571428571429
Anies Baswedan,aniesbaswedan,2022-03-09,1,NA
Anies Baswedan,aniesbaswedan,2022-03-10,1,NA
Anies Baswedan,aniesbaswedan,2022-03-11,3,NA
Anies Baswedan,aniesbaswedan,2022-03-12,1,NA
Anies Baswedan,aniesbaswedan,2022-03-13,1,NA
Anies Baswedan,aniesbaswedan,2022-03-14,1,NA
Anies Baswedan,aniesbaswedan,2022-03-17,1,1.2857142857142858
Anies Baswedan,aniesbaswedan,2022-03-19,2,1.4285714285714286
Anies Baswedan,aniesbaswedan,2022-03-20,2,1.5714285714285714
Anies Baswedan,aniesbaswedan,2022-03-22,1,1.2857142857142858
Anies Baswedan,aniesbaswedan,2022-03-23,1,1.2857142857142858
Anies Baswedan,aniesbaswedan,2022-03-24,1,1.2857142857142858
Anies Baswedan,aniesbaswedan,2022-03-25,1,1.2857142857142858
Anies Baswedan,aniesbaswedan,2022-03-26,1,1.2857142857142858
Anies Baswedan,aniesbaswedan,2022-03-27,1,1.1428571428571428
Anies Baswedan,aniesbaswedan,2022-03-28,1,1
Anies Baswedan,aniesbaswedan,2022-03-30,1,1
Anies Baswedan,aniesbaswedan,2022-03-31,1,1
Anies Baswedan,aniesbaswedan,2022-04-01,1,1
Anies Baswedan,aniesbaswedan,2022-04-02,2,1.1428571428571428
Anies Baswedan,aniesbaswedan,2022-04-04,1,1.1428571428571428
Anies Baswedan,aniesbaswedan,2022-04-05,1,1.1428571428571428
Anies Baswedan,aniesbaswedan,2022-04-08,2,1.2857142857142858
Anies Baswedan,aniesbaswedan,2022-04-11,1,1.2857142857142858
Anies Baswedan,aniesbaswedan,2022-04-13,2,1.4285714285714286
Anies Baswedan,aniesbaswedan,2022-04-14,1,1.4285714285714286
Anies Baswedan,aniesbaswedan,2022-04-16,1,1.2857142857142858
Anies Baswedan,aniesbaswedan,2022-04-17,2,1.4285714285714286
Anies Baswedan,aniesbaswedan,2022-04-19,1,1.4285714285714286
Anies Baswedan,aniesbaswedan,2022-04-20,1,1.2857142857142858
Anies Baswedan,aniesbaswedan,2022-04-21,1,1.2857142857142858
Anies Baswedan,aniesbaswedan,2022-04-22,1,1.1428571428571428
Anies Baswedan,aniesbaswedan,2022-04-23,1,1.1428571428571428
Anies Baswedan,aniesbaswedan,2022-04-24,1,1.1428571428571428
Anies Baswedan,aniesbaswedan,2022-04-25,1,1
Anies Baswedan,aniesbaswedan,2022-04-26,1,1
Anies Baswedan,aniesbaswedan,2022-04-27,3,1.2857142857142858
Anies Baswedan,aniesbaswedan,2022-04-28,2,1.4285714285714286
Anies Baswedan,aniesbaswedan,2022-04-29,1,1.4285714285714286
Anies Baswedan,aniesbaswedan,2022-04-30,1,1.4285714285714286
Anies Baswedan,aniesbaswedan,2022-05-01,1,1.4285714285714286
Anies Baswedan,aniesbaswedan,2022-05-02,4,1.8571428571428572
Anies Baswedan,aniesbaswedan,2022-05-03,3,2.142857142857143
Anies Baswedan,aniesbaswedan,2022-05-07,3,2.142857142857143
Anies Baswedan,aniesbaswedan,2022-05-08,1,2
Anies Baswedan,aniesbaswedan,2022-05-09,1,2
Anies Baswedan,aniesbaswedan,2022-05-10,1,2
Anies Baswedan,aniesbaswedan,2022-05-12,1,2
Anies Baswedan,aniesbaswedan,2022-05-13,2,1.7142857142857142
Anies Baswedan,aniesbaswedan,2022-05-14,3,1.7142857142857142
Anies Baswedan,aniesbaswedan,2022-05-15,2,1.5714285714285714
Anies Baswedan,aniesbaswedan,2022-05-16,2,1.7142857142857142
Anies Baswedan,aniesbaswedan,2022-05-17,2,1.8571428571428572
Anies Baswedan,aniesbaswedan,2022-05-18,2,2
Anies Baswedan,aniesbaswedan,2022-05-19,1,2
Anies Baswedan,aniesbaswedan,2022-05-20,4,2.2857142857142856
Anies Baswedan,aniesbaswedan,2022-05-21,3,2.2857142857142856
Anies Baswedan,aniesbaswedan,2022-05-22,3,2.4285714285714284
Anies Baswedan,aniesbaswedan,2022-05-23,1,2.2857142857142856
Anies Baswedan,aniesbaswedan,2022-05-24,2,2.2857142857142856
Anies Baswedan,aniesbaswedan,2022-05-26,2,2.2857142857142856
Anies Baswedan,aniesbaswedan,2022-05-27,3,2.5714285714285716
Anies Baswedan,aniesbaswedan,2022-05-28,1,2.142857142857143
Anies Baswedan,aniesbaswedan,2022-05-29,1,1.8571428571428572
Anies Baswedan,aniesbaswedan,2022-05-31,3,1.8571428571428572
Anies Baswedan,aniesbaswedan,2022-06-01,3,2.142857142857143
Anies Baswedan,aniesbaswedan,2022-06-02,4,2.4285714285714284
Anies Baswedan,aniesbaswedan,2022-06-03,5,2.857142857142857
Anies Baswedan,aniesbaswedan,2022-06-04,8,3.5714285714285716
Anies Baswedan,aniesbaswedan,2022-06-05,4,4
Anies Baswedan,aniesbaswedan,2022-06-06,3,4.285714285714286
Anies Baswedan,aniesbaswedan,2022-06-07,1,4
Anies Baswedan,aniesbaswedan,2022-06-08,1,3.7142857142857144
Anies Baswedan,aniesbaswedan,2022-06-09,2,3.4285714285714284
Anies Baswedan,aniesbaswedan,2022-06-10,1,2.857142857142857
Anies Baswedan,aniesbaswedan,2022-06-11,2,2
Anies Baswedan,aniesbaswedan,2022-06-12,1,1.5714285714285714
Anies Baswedan,aniesbaswedan,2022-06-14,1,1.2857142857142858
Anies Baswedan,aniesbaswedan,2022-06-16,5,1.8571428571428572
Anies Baswedan,aniesbaswedan,2022-06-17,1,1.8571428571428572
Anies Baswedan,aniesbaswedan,2022-06-18,1,1.7142857142857142
Anies Baswedan,aniesbaswedan,2022-06-19,2,1.8571428571428572
Anies Baswedan,aniesbaswedan,2022-06-21,2,1.8571428571428572
Anies Baswedan,aniesbaswedan,2022-06-22,5,2.4285714285714284
Anies Baswedan,aniesbaswedan,2022-06-23,3,2.7142857142857144
Anies Baswedan,aniesbaswedan,2022-06-24,2,2.2857142857142856
Anies Baswedan,aniesbaswedan,2022-06-25,4,2.7142857142857144
Anies Baswedan,aniesbaswedan,2022-06-26,3,3
Anies Baswedan,aniesbaswedan,2022-06-27,3,3.142857142857143
Anies Baswedan,aniesbaswedan,2022-06-28,2,3.142857142857143
Anies Baswedan,aniesbaswedan,2022-06-29,1,2.5714285714285716
Anies Baswedan,aniesbaswedan,2022-06-30,2,2.4285714285714284
Anies Baswedan,aniesbaswedan,2022-07-01,6,3
Anies Baswedan,aniesbaswedan,2022-07-02,2,2.7142857142857144
Anies Baswedan,aniesbaswedan,2022-07-03,2,2.5714285714285716
Anies Baswedan,aniesbaswedan,2022-07-04,2,2.4285714285714284
Anies Baswedan,aniesbaswedan,2022-07-05,2,2.4285714285714284
Anies Baswedan,aniesbaswedan,2022-07-06,3,2.7142857142857144
Anies Baswedan,aniesbaswedan,2022-07-07,2,2.7142857142857144
Anies Baswedan,aniesbaswedan,2022-07-08,2,2.142857142857143
Anies Baswedan,aniesbaswedan,2022-07-09,4,2.4285714285714284
Anies Baswedan,aniesbaswedan,2022-07-10,7,3.142857142857143
Anies Baswedan,aniesbaswedan,2022-07-11,2,3.142857142857143
Anies Baswedan,aniesbaswedan,2022-07-12,1,3
Anies Baswedan,aniesbaswedan,2022-07-13,2,2.857142857142857
Muhaimin Iskandar,cakimiNOW,2022-03-09,2,NA
Muhaimin Iskandar,cakimiNOW,2022-03-12,3,NA
Muhaimin Iskandar,cakimiNOW,2022-03-14,5,NA
Muhaimin Iskandar,cakimiNOW,2022-03-18,3,NA
Muhaimin Iskandar,cakimiNOW,2022-03-20,6,NA
Muhaimin Iskandar,cakimiNOW,2022-03-22,13,NA
Muhaimin Iskandar,cakimiNOW,2022-03-24,9,5.857142857142857
Muhaimin Iskandar,cakimiNOW,2022-03-25,5,6.285714285714286
Muhaimin Iskandar,cakimiNOW,2022-03-26,2,6.142857142857143
Muhaimin Iskandar,cakimiNOW,2022-03-27,1,5.571428571428571
Muhaimin Iskandar,cakimiNOW,2022-03-28,6,6
Muhaimin Iskandar,cakimiNOW,2022-03-29,3,5.571428571428571
Muhaimin Iskandar,cakimiNOW,2022-03-31,1,3.857142857142857
Muhaimin Iskandar,cakimiNOW,2022-04-01,3,3
Muhaimin Iskandar,cakimiNOW,2022-04-02,2,2.5714285714285716
Muhaimin Iskandar,cakimiNOW,2022-04-03,1,2.4285714285714284
Muhaimin Iskandar,cakimiNOW,2022-04-04,4,2.857142857142857
Muhaimin Iskandar,cakimiNOW,2022-04-05,1,2.142857142857143
Muhaimin Iskandar,cakimiNOW,2022-04-06,3,2.142857142857143
Muhaimin Iskandar,cakimiNOW,2022-04-07,2,2.2857142857142856
Muhaimin Iskandar,cakimiNOW,2022-04-10,1,2
Muhaimin Iskandar,cakimiNOW,2022-04-11,2,2
Muhaimin Iskandar,cakimiNOW,2022-04-12,2,2.142857142857143
Muhaimin Iskandar,cakimiNOW,2022-04-15,2,1.8571428571428572
Muhaimin Iskandar,cakimiNOW,2022-04-16,2,2
Muhaimin Iskandar,cakimiNOW,2022-04-17,4,2.142857142857143
Muhaimin Iskandar,cakimiNOW,2022-04-18,5,2.5714285714285716
Muhaimin Iskandar,cakimiNOW,2022-04-19,2,2.7142857142857144
Muhaimin Iskandar,cakimiNOW,2022-04-20,3,2.857142857142857
Muhaimin Iskandar,cakimiNOW,2022-04-21,3,3
Muhaimin Iskandar,cakimiNOW,2022-04-22,10,4.142857142857143
Muhaimin Iskandar,cakimiNOW,2022-04-23,4,4.428571428571429
Muhaimin Iskandar,cakimiNOW,2022-04-24,1,4
Muhaimin Iskandar,cakimiNOW,2022-04-27,4,3.857142857142857
Muhaimin Iskandar,cakimiNOW,2022-04-29,1,3.7142857142857144
Muhaimin Iskandar,cakimiNOW,2022-04-30,5,4
Muhaimin Iskandar,cakimiNOW,2022-05-01,10,5
Muhaimin Iskandar,cakimiNOW,2022-05-02,4,4.142857142857143
Muhaimin Iskandar,cakimiNOW,2022-05-03,6,4.428571428571429
Muhaimin Iskandar,cakimiNOW,2022-05-04,2,4.571428571428571
Muhaimin Iskandar,cakimiNOW,2022-05-05,1,4.142857142857143
Muhaimin Iskandar,cakimiNOW,2022-05-06,4,4.571428571428571
Muhaimin Iskandar,cakimiNOW,2022-05-07,11,5.428571428571429
Muhaimin Iskandar,cakimiNOW,2022-05-08,9,5.285714285714286
Muhaimin Iskandar,cakimiNOW,2022-05-09,11,6.285714285714286
Muhaimin Iskandar,cakimiNOW,2022-05-10,6,6.285714285714286
Muhaimin Iskandar,cakimiNOW,2022-05-11,3,6.428571428571429
Muhaimin Iskandar,cakimiNOW,2022-05-12,6,7.142857142857143
Muhaimin Iskandar,cakimiNOW,2022-05-13,8,7.714285714285714
Muhaimin Iskandar,cakimiNOW,2022-05-14,12,7.857142857142857
Muhaimin Iskandar,cakimiNOW,2022-05-15,7,7.571428571428571
Muhaimin Iskandar,cakimiNOW,2022-05-16,7,7
Muhaimin Iskandar,cakimiNOW,2022-05-17,2,6.428571428571429
Muhaimin Iskandar,cakimiNOW,2022-05-18,20,8.857142857142858
Muhaimin Iskandar,cakimiNOW,2022-05-19,10,9.428571428571429
Muhaimin Iskandar,cakimiNOW,2022-05-20,1,8.428571428571429
Muhaimin Iskandar,cakimiNOW,2022-05-21,15,8.857142857142858
Muhaimin Iskandar,cakimiNOW,2022-05-22,5,8.571428571428571
Muhaimin Iskandar,cakimiNOW,2022-05-23,34,12.428571428571429
Muhaimin Iskandar,cakimiNOW,2022-05-24,6,13
Muhaimin Iskandar,cakimiNOW,2022-05-25,9,11.428571428571429
Muhaimin Iskandar,cakimiNOW,2022-05-26,15,12.142857142857142
Muhaimin Iskandar,cakimiNOW,2022-05-27,24,15.428571428571429
Muhaimin Iskandar,cakimiNOW,2022-05-28,6,14.142857142857142
Muhaimin Iskandar,cakimiNOW,2022-05-29,12,15.142857142857142
Muhaimin Iskandar,cakimiNOW,2022-05-30,2,10.571428571428571
Muhaimin Iskandar,cakimiNOW,2022-05-31,6,10.571428571428571
Muhaimin Iskandar,cakimiNOW,2022-06-01,5,10
Muhaimin Iskandar,cakimiNOW,2022-06-02,19,10.571428571428571
Muhaimin Iskandar,cakimiNOW,2022-06-03,3,7.571428571428571
Muhaimin Iskandar,cakimiNOW,2022-06-04,8,7.857142857142857
Muhaimin Iskandar,cakimiNOW,2022-06-05,19,8.857142857142858
Muhaimin Iskandar,cakimiNOW,2022-06-06,8,9.714285714285714
Muhaimin Iskandar,cakimiNOW,2022-06-07,5,9.571428571428571
Muhaimin Iskandar,cakimiNOW,2022-06-08,10,10.285714285714286
Muhaimin Iskandar,cakimiNOW,2022-06-09,8,8.714285714285714
Muhaimin Iskandar,cakimiNOW,2022-06-10,5,9
Muhaimin Iskandar,cakimiNOW,2022-06-11,6,8.714285714285714
Muhaimin Iskandar,cakimiNOW,2022-06-12,11,7.571428571428571
Muhaimin Iskandar,cakimiNOW,2022-06-13,5,7.142857142857143
Muhaimin Iskandar,cakimiNOW,2022-06-14,3,6.857142857142857
Muhaimin Iskandar,cakimiNOW,2022-06-15,2,5.714285714285714
Muhaimin Iskandar,cakimiNOW,2022-06-16,7,5.571428571428571
Muhaimin Iskandar,cakimiNOW,2022-06-17,13,6.714285714285714
Muhaimin Iskandar,cakimiNOW,2022-06-18,13,7.714285714285714
Muhaimin Iskandar,cakimiNOW,2022-06-19,9,7.428571428571429
Muhaimin Iskandar,cakimiNOW,2022-06-20,8,7.857142857142857
Muhaimin Iskandar,cakimiNOW,2022-06-21,2,7.714285714285714
Muhaimin Iskandar,cakimiNOW,2022-06-22,13,9.285714285714286
Muhaimin Iskandar,cakimiNOW,2022-06-23,23,11.571428571428571
Muhaimin Iskandar,cakimiNOW,2022-06-24,11,11.285714285714286
Muhaimin Iskandar,cakimiNOW,2022-06-25,16,11.714285714285714
Muhaimin Iskandar,cakimiNOW,2022-06-26,8,11.571428571428571
Muhaimin Iskandar,cakimiNOW,2022-06-27,28,14.428571428571429
Muhaimin Iskandar,cakimiNOW,2022-06-28,15,16.285714285714285
Muhaimin Iskandar,cakimiNOW,2022-06-29,11,16
Muhaimin Iskandar,cakimiNOW,2022-06-30,4,13.285714285714286
Muhaimin Iskandar,cakimiNOW,2022-07-01,12,13.428571428571429
Muhaimin Iskandar,cakimiNOW,2022-07-02,4,11.714285714285714
Muhaimin Iskandar,cakimiNOW,2022-07-03,1,10.714285714285714
Muhaimin Iskandar,cakimiNOW,2022-07-04,1,6.857142857142857
Muhaimin Iskandar,cakimiNOW,2022-07-05,7,5.714285714285714
Muhaimin Iskandar,cakimiNOW,2022-07-06,7,5.142857142857143
Muhaimin Iskandar,cakimiNOW,2022-07-07,11,6.142857142857143
Muhaimin Iskandar,cakimiNOW,2022-07-08,4,5
Muhaimin Iskandar,cakimiNOW,2022-07-09,7,5.428571428571429
Muhaimin Iskandar,cakimiNOW,2022-07-10,6,6.142857142857143
Muhaimin Iskandar,cakimiNOW,2022-07-11,6,6.857142857142857
Muhaimin Iskandar,cakimiNOW,2022-07-12,7,6.857142857142857
Muhaimin Iskandar,cakimiNOW,2022-07-13,1,6
Erick Thohir,erickthohir,2022-03-08,5,NA
Erick Thohir,erickthohir,2022-03-09,3,NA
Erick Thohir,erickthohir,2022-03-10,5,NA
Erick Thohir,erickthohir,2022-03-11,4,NA
Erick Thohir,erickthohir,2022-03-12,2,NA
Erick Thohir,erickthohir,2022-03-13,4,NA
Erick Thohir,erickthohir,2022-03-14,5,4
Erick Thohir,erickthohir,2022-03-15,5,4
Erick Thohir,erickthohir,2022-03-16,5,4.285714285714286
Erick Thohir,erickthohir,2022-03-17,3,4
Erick Thohir,erickthohir,2022-03-18,4,4
Erick Thohir,erickthohir,2022-03-19,4,4.285714285714286
Erick Thohir,erickthohir,2022-03-20,5,4.428571428571429
Erick Thohir,erickthohir,2022-03-21,4,4.285714285714286
Erick Thohir,erickthohir,2022-03-22,3,4
Erick Thohir,erickthohir,2022-03-23,3,3.7142857142857144
Erick Thohir,erickthohir,2022-03-24,3,3.7142857142857144
Erick Thohir,erickthohir,2022-03-25,4,3.7142857142857144
Erick Thohir,erickthohir,2022-03-26,3,3.5714285714285716
Erick Thohir,erickthohir,2022-03-27,3,3.2857142857142856
Erick Thohir,erickthohir,2022-03-28,4,3.2857142857142856
Erick Thohir,erickthohir,2022-03-29,4,3.4285714285714284
Erick Thohir,erickthohir,2022-03-30,3,3.4285714285714284
Erick Thohir,erickthohir,2022-03-31,2,3.2857142857142856
Erick Thohir,erickthohir,2022-04-01,3,3.142857142857143
Erick Thohir,erickthohir,2022-04-02,2,3
Erick Thohir,erickthohir,2022-04-03,3,3
Erick Thohir,erickthohir,2022-04-04,2,2.7142857142857144
Erick Thohir,erickthohir,2022-04-05,4,2.7142857142857144
Erick Thohir,erickthohir,2022-04-06,7,3.2857142857142856
Erick Thohir,erickthohir,2022-04-07,5,3.7142857142857144
Erick Thohir,erickthohir,2022-04-08,3,3.7142857142857144
Erick Thohir,erickthohir,2022-04-09,3,3.857142857142857
Erick Thohir,erickthohir,2022-04-10,2,3.7142857142857144
Erick Thohir,erickthohir,2022-04-11,3,3.857142857142857
Erick Thohir,erickthohir,2022-04-12,4,3.857142857142857
Erick Thohir,erickthohir,2022-04-13,2,3.142857142857143
Erick Thohir,erickthohir,2022-04-14,3,2.857142857142857
Erick Thohir,erickthohir,2022-04-15,3,2.857142857142857
Erick Thohir,erickthohir,2022-04-16,3,2.857142857142857
Erick Thohir,erickthohir,2022-04-17,2,2.857142857142857
Erick Thohir,erickthohir,2022-04-18,3,2.857142857142857
Erick Thohir,erickthohir,2022-04-19,2,2.5714285714285716
Erick Thohir,erickthohir,2022-04-20,7,3.2857142857142856
Erick Thohir,erickthohir,2022-04-21,4,3.4285714285714284
Erick Thohir,erickthohir,2022-04-22,4,3.5714285714285716
Erick Thohir,erickthohir,2022-04-23,6,4
Erick Thohir,erickthohir,2022-04-24,2,4
Erick Thohir,erickthohir,2022-04-25,3,4
Erick Thohir,erickthohir,2022-04-26,4,4.285714285714286
Erick Thohir,erickthohir,2022-04-27,2,3.5714285714285716
Erick Thohir,erickthohir,2022-04-28,3,3.4285714285714284
Erick Thohir,erickthohir,2022-04-29,1,3
Erick Thohir,erickthohir,2022-04-30,4,2.7142857142857144
Erick Thohir,erickthohir,2022-05-01,5,3.142857142857143
Erick Thohir,erickthohir,2022-05-02,2,3
Erick Thohir,erickthohir,2022-05-03,2,2.7142857142857144
Erick Thohir,erickthohir,2022-05-04,5,3.142857142857143
Erick Thohir,erickthohir,2022-05-05,5,3.4285714285714284
Erick Thohir,erickthohir,2022-05-06,4,3.857142857142857
Erick Thohir,erickthohir,2022-05-07,2,3.5714285714285716
Erick Thohir,erickthohir,2022-05-08,4,3.4285714285714284
Erick Thohir,erickthohir,2022-05-09,5,3.857142857142857
Erick Thohir,erickthohir,2022-05-10,3,4
Erick Thohir,erickthohir,2022-05-11,7,4.285714285714286
Erick Thohir,erickthohir,2022-05-12,3,4
Erick Thohir,erickthohir,2022-05-13,3,3.857142857142857
Erick Thohir,erickthohir,2022-05-14,3,4
Erick Thohir,erickthohir,2022-05-15,2,3.7142857142857144
Erick Thohir,erickthohir,2022-05-16,4,3.5714285714285716
Erick Thohir,erickthohir,2022-05-17,1,3.2857142857142856
Erick Thohir,erickthohir,2022-05-18,4,2.857142857142857
Erick Thohir,erickthohir,2022-05-19,4,3
Erick Thohir,erickthohir,2022-05-20,3,3
Erick Thohir,erickthohir,2022-05-21,1,2.7142857142857144
Erick Thohir,erickthohir,2022-05-22,2,2.7142857142857144
Erick Thohir,erickthohir,2022-05-23,3,2.5714285714285716
Erick Thohir,erickthohir,2022-05-24,2,2.7142857142857144
Erick Thohir,erickthohir,2022-05-25,5,2.857142857142857
Erick Thohir,erickthohir,2022-05-26,2,2.5714285714285716
Erick Thohir,erickthohir,2022-05-27,3,2.5714285714285716
Erick Thohir,erickthohir,2022-05-28,5,3.142857142857143
Erick Thohir,erickthohir,2022-05-29,1,3
Erick Thohir,erickthohir,2022-05-30,5,3.2857142857142856
Erick Thohir,erickthohir,2022-05-31,3,3.4285714285714284
Erick Thohir,erickthohir,2022-06-01,3,3.142857142857143
Erick Thohir,erickthohir,2022-06-02,3,3.2857142857142856
